review,rating
"Amazon has accepted refund after much persuasion

Quite heavy earphones .Keeps falling off my ears even after using small buds. Amazon CC are cheats saying a replacement is possible only and no refund ?? Why they are not writing that return is not possible when one is buying this item ? They have written standard 10 days replacement on all items, pTron bassbuds they have returned but replacing these ones only. (though both have caption 10 days replacement)
How replacement can solve my issue ???

Otherwise, if you dont have problem of ears falling and its weight, bass is quite heavy and good.",3.0 out of 5 stars
"Sound ⭐⭐⭐
noise cancellation ⭐
bass quality⭐⭐",3.0 out of 5 stars
"Don't fall for the marketing gimmick, its an ordinary earphone. Though it works fine not seems any more durable than normal earphones.",4.0 out of 5 stars
"Nice product from mi dual drivers was quite good magnet is good and aluminium earphone design solid design never expect much of high quality from MI
Build Quality 5/5
Mic quality 4/5
Treble/ vocal 3.9/5
Bass 4.5/5
Overall 4/5
Satisfied at this price point 100% worth and mainly build for rough users like me
Thanks to seller and amazon for quick and safe delivery",4.0 out of 5 stars
"Uncomfortable on wearing ,causes pain in ears, not suitable for lonh wearing, else everything is excellent. Its a perfect match for your music love.",3.0 out of 5 stars
"I'm using this for about 6 months
This earphones is perfect for those ones who want balanced sound... I really liked it's sound quality especially bass is not that irritating heavy ones... I also like the magnet and it's very convenient to use...
Build quality seems good. It has braided cable with doesn't tangle
But after 3 months one side stops working..
And I'm not sure how long it will last
It's up to you how much you take care of it
You should go for the sound quality
It's the best sounding earphone under Rs 1000",5.0 out of 5 stars
 Sound quality is good nice product,5.0 out of 5 stars
Sound quality is best bt build quality is poor at non braded wire,4.0 out of 5 stars
Sound is good but not good as skullcandy and that of dual driver is just a hype,4.0 out of 5 stars
Best bass and oudio quality,3.0 out of 5 stars
"There is a sturdy and comfortable earphone.

Sound Quality
Not amazing, but yes it is good.

Noice Cancellation
Haven't heard any complaints from friends while using this earphone in presence of background noise. So yes does a good job I think with that.

Bass Quality
It's average, don't expect much and you will be ok.",4.0 out of 5 stars
"SOUND is normal. nothing so special about dual driver.
bass is so below average.",3.0 out of 5 stars
"It's good, but there is a scope of improvement for the bass.",4.0 out of 5 stars
"sound qualtity is superb at such a cheap price.
The size though is a bit bigger for my ear. It presses me a bit causing some pain. But generally, I love the gadget. The mic quality is awesome too.",4.0 out of 5 stars
"After one month of buy , when I call someone, he/she can heard some type of noise. Worst experience 😑😑.",1.0 out of 5 stars
"Yes, these are turned bad from the factory.
Out of the box, there's lack of treble, bass depends on your phone's eq settings.... point is earphones sound slightly different on different phones.

Make sure to tune your equalizer settings before you judge these, on mine I ramped treble all the way up and bass half way and these sound WAY better, treble is nice, instrument separation is good too and bass is lovely.
I say fiddle with your equalizer all you want, you'll love these.",5.0 out of 5 stars
"Sound Quality:- Very good as seen it's price..(Thanks to dual drivers)
Bass quality:- Deep enough for enjoying the music.
Noise cancellation:- As the fitting is good enough it's noise cancelling capability is also good. After 60% vol, you cannot hear if someone is screaming near you (mean not screaming just talking loudly)",4.0 out of 5 stars
No bass . Sounds good but not super . Better for children,3.0 out of 5 stars
"Good sound, sturdy. Looks durable. Wasn't damaged in a months use(till now from the time I purchased)",5.0 out of 5 stars
You see you see this product Noooo 1 product,5.0 out of 5 stars
"Bass is overwhelming, and in a bad way. I bought it knowing this but using the eq, I can bring out relatively balanced sound, thanks to the dual driver. Soundstage is good for this price.
NOT FOR PEOPLE LOOKING FOR BALANCED SOUND. Very dark sounding. Okay for podcasts.",4.0 out of 5 stars
"Very nice sound quality, bass is wonderful, noise cancelling is awesome",4.0 out of 5 stars
Earbuds are made of metal and these are a but heavy so you can't use them for long time ...2-3 hours okay...not for more than that...in terms of sound quality ...sound is ausome and bass and vocab is up to the mark😄😄😄 ...i abducted one star for heavy earbuds ...i think its becoz of dual driver,4.0 out of 5 stars
"The quality of the material is really good. Looks sturdy and robust.
Sound quality is great, atleast for now, immersive sound experience, smaller details in the music could also be distinguished. Noise cancellation is also good and, bass is also somewhat appreciable.",4.0 out of 5 stars
"stopped working. mic doesn't wor any more, random button controls get triggered when cable bends. really bad quality control",1.0 out of 5 stars
"Sound quality is awesome😍😍
Noise Cancellation is also good😍😍
But Bass is not so good as the company claimed with dual driver. Its average like other single driver earphone. 😇
And the built quality is superb. 😍😍",4.0 out of 5 stars
Earphones sound quality is the best.Bass is balenced and best for the ones enjoys the voice more than bass.Sound is crystal clear But the Built quality of wires are so bad and not tangle free it will get tankled easily.I used its predecessor and its built quality is so great and its truly tangle free wires,3.0 out of 5 stars
Go for these because this has a better bass and quality than realme buds2 . But we can experience this at at better volume levels on mi buds,5.0 out of 5 stars
"Ear tips are not comfortable, After 2 hours of use it will cause pain/irritation, sound quality ok ok, build quality very good",3.0 out of 5 stars
Not much supportable with devices other than mi.,1.0 out of 5 stars
"I want to return this, what is the procedure",4.0 out of 5 stars
Everything is fine the only con that i noticed is that is doesn't support google assistant,3.0 out of 5 stars
Sound quality is really good. Good base for music. Quite effective when used for gaming like pubg mobile - can hear footsteps clearly. Mic works really fine. So overall it's good and value of money.,4.0 out of 5 stars
the design is robust and mostly tangle free. Looks premium and sturdy but sound quality not as good when compared to Sony or other popular ranks and volume bit low. Overall good product and works well with MI smartphones.,4.0 out of 5 stars
As expected,4.0 out of 5 stars
"I was using the previous modeel of this earphones since last 2 year.
Thia upgrade is only visible design wise
Sound quality is not good as previous once
Forget about dual driver, it might works on paper but in real feel its not good as compare to previous once.
Build quality is good
Comfort is not good as previous once",4.0 out of 5 stars
